failure_id,machine_id,failure_date,failure_mode,downtime_hrs,repair_hrs,technician_id,root_cause,corrective_action,component,failure_type,technician_type,part_replaced,part_cost_usd,part_lead_time_days,time_to_diagnose_hrs
F01157,PB-B1,2024-05-09,Pump clog,2.47,2.99,TECH-005,Material defect,Part replacement,coolant_system,hydraulic,hydraulic,coolant_filter,23.42,2,0.33
F01158,PB-B1,2024-05-10,Conveyor jam,2.88,3.58,TECH-004,Contamination,PM schedule updated,conveyor_system,mechanical,mechanical,conveyor_chain,240.11,7,0.89
F01159,PB-B1,2024-05-12,Conveyor jam,4.15,2.17,TECH-004,Component wear,Vendor notified,conveyor_system,mechanical,mechanical,conveyor_chain,133.13,4,0.28
F01160,PB-B1,2024-05-20,Conveyor jam,3.7,2.96,TECH-005,Contamination,Operator retraining,conveyor_system,mechanical,mechanical,conveyor_chain,242.73,7,0.48
F01161,PB-B1,2024-06-07,Pump clog,4.26,2.09,TECH-008,Component wear,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_filter,32.21,1,0.14
F01162,PB-B1,2024-06-08,Filter saturation,3.5,2.59,TECH-008,Calibration drift,PM schedule updated,filtration_system,mechanical,mechanical,paint_filter_set,79.85,2,0.18
F01163,PB-B1,2024-06-17,Atomizer wear,3.38,3.36,TECH-004,Calibration drift,Operator retraining,spray_system,mechanical,mechanical,atomizer_nozzle,169.07,3,0.37
F01164,PB-B1,2024-06-28,Filter saturation,4.08,3.06,TECH-005,Lack of preventive maintenance,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,75.99,2,0.24
F01165,PB-B1,2024-07-08,Atomizer wear,4.01,2.53,TECH-007,Overloading,Vendor notified,spray_system,mechanical,mechanical,atomizer_nozzle,177.14,5,0.46
F01166,PB-B1,2024-07-12,Pump clog,3.51,3.12,TECH-003,Component wear,PM schedule updated,coolant_system,hydraulic,hydraulic,coolant_filter,42.92,1,0.3
F01167,PB-B1,2024-07-17,Control panel fault,4.21,1.73,TECH-007,Overloading,Recalibration,control_panel,electrical,electrical,hmi_board,337.34,13,0.81
F01168,PB-B1,2024-08-04,Atomizer wear,4.42,3.23,TECH-002,Contamination,Design modification,spray_system,mechanical,mechanical,atomizer_nozzle,80.0,2,0.67
F01169,PB-B1,2024-08-24,Filter saturation,3.11,2.61,TECH-002,Component wear,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,79.97,2,0.15
F01170,PB-B1,2024-09-03,Filter saturation,3.43,2.92,TECH-002,Overloading,PM schedule updated,filtration_system,mechanical,mechanical,paint_filter_set,63.06,1,0.15
F01171,PB-B1,2024-09-04,Atomizer wear,3.32,3.71,TECH-001,Contamination,Design modification,spray_system,mechanical,mechanical,atomizer_nozzle,160.52,3,0.7
F01172,PB-B1,2024-09-05,Atomizer wear,2.68,4.17,TECH-003,Operator error,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,127.95,4,0.85
F01173,PB-B1,2024-09-09,Filter saturation,3.26,3.03,TECH-003,Material defect,PM schedule updated,filtration_system,mechanical,mechanical,paint_filter_set,58.9,2,0.24
F01174,PB-B1,2024-09-12,Control panel fault,3.34,2.34,TECH-005,Material defect,Design modification,control_panel,electrical,electrical,hmi_board,606.31,8,1.01
F01175,PB-B1,2024-09-19,Filter saturation,3.02,3.1,TECH-008,Operator error,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,52.53,2,0.17
F01176,PB-B1,2024-09-24,Control panel fault,3.62,3.54,TECH-008,Calibration drift,Operator retraining,control_panel,electrical,electrical,hmi_board,370.51,9,1.07
F01177,PB-B1,2024-09-29,Atomizer wear,3.54,2.51,TECH-006,Design limitation,Operator retraining,spray_system,mechanical,mechanical,atomizer_nozzle,218.06,5,0.56
F01178,PB-B1,2024-10-04,Filter saturation,3.81,2.65,TECH-003,Overloading,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,36.77,1,0.17
F01179,PB-B1,2024-10-07,Pump clog,2.85,2.22,TECH-007,Lack of preventive maintenance,Recalibration,coolant_system,hydraulic,hydraulic,coolant_filter,33.48,1,0.29
F01180,PB-B1,2024-10-20,Control panel fault,4.62,4.04,TECH-005,Operator error,Vendor notified,control_panel,electrical,electrical,hmi_board,634.35,9,1.92
F01181,PB-B1,2024-10-28,Atomizer wear,5.21,2.24,TECH-002,Contamination,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,97.27,2,0.27
F01182,PB-B1,2024-11-05,Atomizer wear,2.04,2.97,TECH-008,Component wear,PM schedule updated,spray_system,mechanical,mechanical,atomizer_nozzle,207.44,5,0.53
F01183,PB-B1,2024-11-06,Atomizer wear,3.8,3.04,TECH-007,Contamination,Vendor notified,spray_system,mechanical,mechanical,atomizer_nozzle,123.78,4,0.31
F01184,PB-B1,2024-11-09,Conveyor jam,3.69,3.16,TECH-002,Component wear,PM schedule updated,conveyor_system,mechanical,mechanical,conveyor_chain,165.83,3,0.75
F01185,PB-B1,2024-11-15,Pump clog,2.62,3.15,TECH-004,Calibration drift,Recalibration,coolant_system,hydraulic,hydraulic,coolant_filter,47.5,2,0.19
F01186,PB-B1,2024-11-18,Pump clog,3.5,3.35,TECH-002,Component wear,PM schedule updated,coolant_system,hydraulic,hydraulic,coolant_filter,39.91,2,0.25
F01187,PB-B1,2024-11-19,Pump clog,3.57,2.64,TECH-005,Component wear,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_filter,38.09,1,0.21
F01188,PB-B1,2024-11-21,Control panel fault,3.65,3.16,TECH-004,Calibration drift,Vendor notified,control_panel,electrical,electrical,hmi_board,492.32,9,1.06
F01189,PB-B1,2024-11-22,Pump clog,2.87,2.45,TECH-007,Design limitation,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_filter,35.36,1,0.15
F01190,PB-B1,2024-11-23,Filter saturation,5.15,3.03,TECH-004,Contamination,Recalibration,filtration_system,mechanical,mechanical,paint_filter_set,76.39,2,0.23
F01191,PB-B1,2024-11-24,Pump clog,3.81,3.01,TECH-006,Material defect,Vendor notified,coolant_system,hydraulic,hydraulic,coolant_filter,48.32,1,0.36
F01192,PB-B1,2024-11-30,Filter saturation,3.94,4.22,TECH-003,Lack of preventive maintenance,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,65.24,2,0.4
F01193,PB-B1,2024-12-04,Filter saturation,3.92,2.51,TECH-004,Overloading,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,59.91,2,0.14
F01194,PB-B1,2024-12-05,Filter saturation,3.79,3.55,TECH-001,Overloading,Vendor notified,filtration_system,mechanical,mechanical,paint_filter_set,59.53,1,0.19
F01195,PB-B1,2024-12-07,Pump clog,2.83,3.43,TECH-005,Contamination,Part replacement,coolant_system,hydraulic,hydraulic,coolant_filter,26.93,1,0.36
F01196,PB-B1,2024-12-08,Control panel fault,3.75,3.5,TECH-008,Operator error,Vendor notified,control_panel,electrical,electrical,hmi_board,339.33,7,1.48
F01197,PB-B1,2024-12-12,Filter saturation,5.35,2.93,TECH-005,Operator error,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,69.12,2,0.19
F01198,PB-B1,2024-12-14,Filter saturation,2.99,2.56,TECH-006,Component wear,Vendor notified,filtration_system,mechanical,mechanical,paint_filter_set,56.55,2,0.2
F01199,PB-B1,2024-12-22,Atomizer wear,2.65,1.47,TECH-002,Contamination,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,143.57,5,0.19
F01200,PB-B1,2024-12-27,Filter saturation,2.84,2.7,TECH-001,Material defect,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,78.92,2,0.15
F01201,PB-B1,2025-01-01,Atomizer wear,4.22,2.69,TECH-004,Operator error,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,195.24,4,0.37
F01202,PB-B1,2025-01-02,Atomizer wear,3.0,3.0,TECH-004,Lack of preventive maintenance,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,183.12,4,0.34
F01203,PB-B1,2025-01-18,Conveyor jam,1.83,2.16,TECH-003,Design limitation,PM schedule updated,conveyor_system,mechanical,mechanical,conveyor_chain,273.76,6,0.25
F01204,PB-B1,2025-01-24,Atomizer wear,3.67,2.27,TECH-005,Lack of preventive maintenance,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,86.53,4,0.48
F01205,PB-B1,2025-02-04,Control panel fault,3.27,3.39,TECH-001,Material defect,Vendor notified,control_panel,electrical,electrical,hmi_board,388.39,9,1.53
F01206,PB-B1,2025-02-11,Control panel fault,3.91,4.2,TECH-006,Component wear,Operator retraining,control_panel,electrical,electrical,hmi_board,538.33,14,1.49
F01207,PB-B1,2025-02-17,Filter saturation,4.56,3.28,TECH-001,Component wear,Recalibration,filtration_system,mechanical,mechanical,paint_filter_set,64.87,2,0.18
F01208,PB-B1,2025-02-18,Filter saturation,4.12,3.67,TECH-004,Operator error,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,44.96,2,0.23
F01209,PB-B1,2025-02-26,Filter saturation,3.06,3.89,TECH-007,Component wear,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,48.45,1,0.29
F01210,PB-B1,2025-02-27,Filter saturation,3.38,3.64,TECH-005,Calibration drift,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,57.68,2,0.24
F01211,PB-B1,2025-03-17,Atomizer wear,3.04,3.45,TECH-008,Overloading,Design modification,spray_system,mechanical,mechanical,atomizer_nozzle,95.49,3,0.79
F01212,PB-B1,2025-03-22,Atomizer wear,3.12,3.14,TECH-001,Overloading,Operator retraining,spray_system,mechanical,mechanical,atomizer_nozzle,162.35,3,0.49
F01213,PB-B1,2025-04-03,Control panel fault,3.71,1.65,TECH-003,Component wear,PM schedule updated,control_panel,electrical,electrical,hmi_board,572.27,10,0.58
F01214,PB-B1,2025-04-05,Control panel fault,3.35,3.46,TECH-008,Operator error,PM schedule updated,control_panel,electrical,electrical,hmi_board,365.14,7,1.72
F01215,PB-B1,2025-04-06,Filter saturation,3.09,3.07,TECH-001,Lack of preventive maintenance,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,64.72,2,0.15
F01216,PB-B1,2025-04-14,Atomizer wear,2.95,3.43,TECH-007,Contamination,Operator retraining,spray_system,mechanical,mechanical,atomizer_nozzle,101.72,4,0.67
F01217,PB-B1,2025-04-18,Atomizer wear,2.84,2.38,TECH-001,Operator error,Operator retraining,spray_system,mechanical,mechanical,atomizer_nozzle,130.06,2,0.51
F01218,CF-B1,2024-01-02,Conveyor motor fault,6.94,2.75,TECH-008,Contamination,Vendor notified,conveyor_system,electrical,electrical,motor_starter,284.61,8,0.96
F01219,CF-B1,2024-01-03,Heating element failure,5.3,6.26,TECH-004,Calibration drift,Part replacement,heating_element,electrical,electrical,resistance_heating_rod,373.97,6,2.06
F01220,CF-B1,2024-01-16,Temperature sensor fault,4.94,6.82,TECH-003,Design limitation,Design modification,temperature_control,electrical,electrical,thermocouple_probe,108.74,3,1.7
F01221,CF-B1,2024-01-19,Heating element failure,6.07,4.74,TECH-001,Operator error,Part replacement,heating_element,electrical,electrical,resistance_heating_rod,352.21,7,1.56
F01222,CF-B1,2024-01-24,Temperature sensor fault,8.04,4.95,TECH-004,Overloading,Recalibration,temperature_control,electrical,electrical,thermocouple_probe,98.28,2,1.6
F01223,CF-B1,2024-02-02,Control board failure,6.57,6.43,TECH-005,Overloading,Vendor notified,control_panel,electrical,electrical,plc_module,986.34,13,2.17
F01224,CF-B1,2024-02-13,Conveyor motor fault,8.26,6.41,TECH-003,Design limitation,Vendor notified,conveyor_system,electrical,electrical,motor_starter,227.81,6,1.63
F01225,CF-B1,2024-02-14,Temperature sensor fault,6.57,3.8,TECH-003,Calibration drift,Part replacement,temperature_control,electrical,electrical,thermocouple_probe,84.03,5,0.95
F01226,CF-B1,2024-02-15,Control board failure,6.86,4.37,TECH-005,Overloading,Recalibration,control_panel,electrical,electrical,plc_module,1303.9,13,1.72
F01227,CF-B1,2024-02-16,Control board failure,6.94,6.04,TECH-003,Operator error,Operator retraining,control_panel,electrical,electrical,plc_module,945.75,20,2.09
F01228,CF-B1,2024-02-20,Heating element failure,6.86,6.22,TECH-004,Design limitation,Operator retraining,heating_element,electrical,electrical,resistance_heating_rod,314.25,7,1.8
F01229,CF-B1,2024-02-23,Heating element failure,7.28,5.22,TECH-002,Design limitation,Part replacement,heating_element,electrical,electrical,resistance_heating_rod,138.98,8,1.9
F01230,CF-B1,2024-02-25,Heating element failure,6.35,6.49,TECH-008,Calibration drift,Vendor notified,heating_element,electrical,electrical,resistance_heating_rod,312.27,10,2.43
F01231,CF-B1,2024-03-03,Temperature sensor fault,7.9,5.55,TECH-001,Operator error,Recalibration,temperature_control,electrical,electrical,thermocouple_probe,107.82,4,1.79
F01232,CF-B1,2024-03-07,Conveyor motor fault,8.84,5.57,TECH-008,Calibration drift,PM schedule updated,conveyor_system,electrical,electrical,motor_starter,324.16,5,1.41
F01233,CF-B1,2024-03-12,Conveyor motor fault,5.31,6.92,TECH-006,Material defect,PM schedule updated,conveyor_system,electrical,electrical,motor_starter,229.38,4,2.3
F01234,CF-B1,2024-03-17,Conveyor motor fault,6.19,5.76,TECH-006,Operator error,Part replacement,conveyor_system,electrical,electrical,motor_starter,366.33,3,2.03
F01235,CF-B1,2024-03-20,Heating element failure,5.75,3.82,TECH-001,Operator error,Design modification,heating_element,electrical,electrical,resistance_heating_rod,212.49,10,1.11
F01236,CF-B1,2024-03-21,Conveyor motor fault,5.65,3.58,TECH-008,Calibration drift,Design modification,conveyor_system,electrical,electrical,motor_starter,308.97,4,1.37
F01237,CF-B1,2024-03-23,Conveyor motor fault,8.44,8.48,TECH-001,Contamination,Part replacement,conveyor_system,electrical,electrical,motor_starter,389.33,4,3.14
F01238,CF-B1,2024-04-10,Heating element failure,6.38,3.85,TECH-008,Overloading,Vendor notified,heating_element,electrical,electrical,resistance_heating_rod,371.32,10,1.13
F01239,CF-B1,2024-04-15,Control board failure,8.12,6.07,TECH-002,Overloading,PM schedule updated,control_panel,electrical,electrical,plc_module,618.93,10,2.41
F01240,CF-B1,2024-04-20,Temperature sensor fault,5.81,3.34,TECH-003,Calibration drift,Part replacement,temperature_control,electrical,electrical,thermocouple_probe,57.84,2,0.78
F01241,CF-B1,2024-04-21,Control board failure,5.63,4.27,TECH-003,Calibration drift,Part replacement,control_panel,electrical,electrical,plc_module,1361.63,10,2.31
F01242,CF-B1,2024-04-24,Heating element failure,5.41,5.29,TECH-002,Operator error,Operator retraining,heating_element,electrical,electrical,resistance_heating_rod,321.41,6,1.74
F01243,CF-B1,2024-05-21,Conveyor motor fault,10.33,5.96,TECH-007,Design limitation,Recalibration,conveyor_system,electrical,electrical,motor_starter,340.62,6,1.96
F01244,CF-B1,2024-05-27,Temperature sensor fault,4.55,3.16,TECH-003,Calibration drift,Part replacement,temperature_control,electrical,electrical,thermocouple_probe,52.38,3,1.22
F01245,CF-B1,2024-06-04,Temperature sensor fault,6.02,6.18,TECH-006,Overloading,Vendor notified,temperature_control,electrical,electrical,thermocouple_probe,61.24,4,2.11
F01246,CF-B1,2024-06-11,Control board failure,6.22,3.92,TECH-004,Material defect,PM schedule updated,control_panel,electrical,electrical,plc_module,1118.29,10,1.62
F01247,CF-B1,2024-06-12,Heating element failure,7.21,5.75,TECH-002,Contamination,Recalibration,heating_element,electrical,electrical,resistance_heating_rod,289.95,5,1.92
F01248,CF-B1,2024-06-22,Temperature sensor fault,8.67,5.09,TECH-005,Lack of preventive maintenance,Design modification,temperature_control,electrical,electrical,thermocouple_probe,58.84,2,1.3
F01249,CF-B1,2024-06-26,Conveyor motor fault,9.24,2.98,TECH-006,Component wear,Design modification,conveyor_system,electrical,electrical,motor_starter,214.73,8,0.79
F01250,CF-B1,2024-07-01,Temperature sensor fault,5.94,5.22,TECH-008,Contamination,Recalibration,temperature_control,electrical,electrical,thermocouple_probe,72.97,3,1.24
F01251,CF-B1,2024-07-10,Control board failure,6.26,6.24,TECH-003,Design limitation,Recalibration,control_panel,electrical,electrical,plc_module,738.27,11,2.07
F01252,CF-B1,2024-07-17,Temperature sensor fault,8.41,3.82,TECH-006,Design limitation,Design modification,temperature_control,electrical,electrical,thermocouple_probe,91.05,4,1.49
F01253,CF-B1,2024-08-11,Control board failure,10.6,8.11,TECH-004,Calibration drift,PM schedule updated,control_panel,electrical,electrical,plc_module,929.97,10,2.63
F01254,CF-B1,2024-08-17,Conveyor motor fault,3.28,7.67,TECH-003,Material defect,Vendor notified,conveyor_system,electrical,electrical,motor_starter,185.52,8,2.64
F01255,CF-B1,2024-08-31,Heating element failure,7.02,7.27,TECH-008,Overloading,PM schedule updated,heating_element,electrical,electrical,resistance_heating_rod,321.45,8,1.54
F01256,CF-B1,2024-09-22,Temperature sensor fault,4.87,3.7,TECH-007,Contamination,Operator retraining,temperature_control,electrical,electrical,thermocouple_probe,97.82,5,1.02
F01257,CF-B1,2024-09-28,Control board failure,9.37,5.39,TECH-002,Design limitation,PM schedule updated,control_panel,electrical,electrical,plc_module,828.74,15,2.96
F01258,CF-B1,2024-10-04,Control board failure,7.7,7.54,TECH-002,Component wear,PM schedule updated,control_panel,electrical,electrical,plc_module,632.2,9,3.82
F01259,CF-B1,2024-10-11,Conveyor motor fault,3.99,4.54,TECH-008,Component wear,Design modification,conveyor_system,electrical,electrical,motor_starter,331.68,3,1.55
F01260,CF-B1,2024-10-12,Heating element failure,6.14,4.64,TECH-004,Material defect,Vendor notified,heating_element,electrical,electrical,resistance_heating_rod,345.32,9,1.1
F01261,CF-B1,2024-10-13,Temperature sensor fault,5.69,4.65,TECH-003,Overloading,Operator retraining,temperature_control,electrical,electrical,thermocouple_probe,38.06,2,1.26
F01262,CF-B1,2024-10-19,Conveyor motor fault,6.88,5.83,TECH-008,Component wear,Part replacement,conveyor_system,electrical,electrical,motor_starter,205.33,6,1.38
F01263,CF-B1,2024-10-20,Control board failure,5.11,5.4,TECH-003,Overloading,Recalibration,control_panel,electrical,electrical,plc_module,852.03,7,1.7
F01264,CF-B1,2024-10-21,Heating element failure,6.71,6.77,TECH-007,Operator error,Operator retraining,heating_element,electrical,electrical,resistance_heating_rod,359.43,5,1.78
F01265,CF-B1,2024-10-31,Control board failure,5.82,4.78,TECH-006,Lack of preventive maintenance,Part replacement,control_panel,electrical,electrical,plc_module,1385.43,8,1.6
F01266,CF-B1,2024-11-01,Heating element failure,8.3,6.59,TECH-001,Calibration drift,PM schedule updated,heating_element,electrical,electrical,resistance_heating_rod,310.16,10,2.11
F01267,CF-B1,2024-11-07,Control board failure,8.43,6.33,TECH-008,Overloading,PM schedule updated,control_panel,electrical,electrical,plc_module,1146.33,10,2.2
F01268,CF-B1,2024-11-11,Heating element failure,7.08,5.73,TECH-007,Lack of preventive maintenance,Operator retraining,heating_element,electrical,electrical,resistance_heating_rod,153.78,5,1.84
F01269,CF-B1,2024-11-15,Control board failure,3.66,5.04,TECH-002,Operator error,Recalibration,control_panel,electrical,electrical,plc_module,1389.0,16,2.41
F01270,CF-B1,2024-12-03,Heating element failure,7.43,5.08,TECH-001,Calibration drift,PM schedule updated,heating_element,electrical,electrical,resistance_heating_rod,376.22,9,1.7
F01271,CF-B1,2024-12-04,Heating element failure,7.37,6.04,TECH-002,Design limitation,Part replacement,heating_element,electrical,electrical,resistance_heating_rod,144.84,5,1.65
F01272,CF-B1,2024-12-05,Heating element failure,7.58,6.15,TECH-007,Lack of preventive maintenance,Recalibration,heating_element,electrical,electrical,resistance_heating_rod,136.07,10,1.85
F01273,CF-B1,2024-12-06,Conveyor motor fault,8.48,5.06,TECH-008,Component wear,Design modification,conveyor_system,electrical,electrical,motor_starter,404.57,7,1.51
F01274,CF-B1,2024-12-09,Conveyor motor fault,5.2,7.73,TECH-004,Operator error,Vendor notified,conveyor_system,electrical,electrical,motor_starter,217.58,4,1.64
